11/29/17,"Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time!https://twitter.com/presssec/status/935660952200138754_",68678,16981
11/29/17,".@foxandfriends, we are in record territory in all things having to do with our economy!https://twitter.com/realdonaldtrump/status/935640578007687168_",37692,8182
11/27/17,"The good news is that their ratings are terrible, nobody cares!https://twitter.com/danscavino/status/934972671384834049_",59913,13406
11/27/17,"We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY!",154128,41880
11/25/17,"Wow, even I didnt realize we did so much. Wish the Fake News would report! Thank you.https://twitter.com/magapill/status/934553287214489600_",68766,19962
11/25/17,".@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!",114946,34016
11/22/17,51 Million American to travel this weekend - highest number in twelve years (AAA). Traffic and airports are running very smoothly!  @FoxNews,64282,11223
11/20/17,Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco,79782,18128
11/15/17,It is actually hard to believe how naive (or dumb) the Failing @nytimes is when it comes to foreign policy...weak and ineffective!,73604,15540
11/15/17,"The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China.....",67378,14273
11/15/17,"While in the Philippines I was forced to watch @CNN, which I have not done in months, and again realized how bad, and FAKE, it is. Loser!",135578,32694
11/15/17,".@foxandfriends will be showing much of our successful trip to Asia, and the friendships & benefits that will endure for years to come!",52337,9551
11/14/17,"One of the most accurate polls last time around. But #FakeNews likes to say were in the 30s. They are wrong. Some people think numbers could be in the 50's. Together, WE will MAKE AMERICA GREAT AGAIN!pic.twitter.com/YhrwkdObhP",65354,15778
11/11/17,"Does the Fake News Media remember when Crooked Hillary Clinton, as Secretary of State, was begging Russia to be our friend with the misspelled reset button? Obama tried also, but he had zero chemistry with Putin.",119500,28787
11/10/17,"Throughout my travels, I've had the pleasure of sharing the good news from America. I've had the honor of sharing our vision for a free & open Indo-Pacific -- a place where sovereign & independent nations, w/diverse cultures & many different dreams, can all prosper side-by-side.pic.twitter.com/qBOCY3u7YV",52637,11472
11/5/17,Heading into the 12 days with great negotiating strength because of our tremendous economy.https://twitter.com/foxnews/status/927050106603372544_,58554,12340
11/3/17,"The rigged Dem Primary, one of the biggest political stories in years, got ZERO coverage on Fake News Network TV last night. Disgraceful!",94911,26172
11/2/17,I will be interviewed by @IngrahamAngle on @FoxNews at 10:00. Enjoy!,42446,7525
11/1/17,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,107605,23122
11/1/17,"""Senator Chuck Schumer helping to import Europes problems"" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends",77448,21415
11/1/17,"We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends",102246,26210
10/31/17,"....earth shattering. He and his brother could Drain The Swamp, which would be yet another campaign promise fulfilled. Fake News weak!",53859,12684
10/31/17,"The Fake News is working overtime. As Paul Manaforts lawyer said, there was ""no collusion"" and events mentioned took place long before he...",59961,14544
10/30/17,Great job by MichaelCaputo on @foxandfriends.,44247,7783
10/29/17,"Never seen such Republican ANGER & UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12,000,000?),....",114632,30834
10/28/17,Just read the nice remarks by President Jimmy Carter about me and how badly I am treated by the press (Fake News). Thank you Mr. President!,134088,24380
10/27/17,.@FoxNews Chris Wallace: More evidence of Dem collusion with Russia than GOPhttp://thehill.com/homenews/media/357514-foxs-wallace-more-evidence-of-dem-collusion-with-russia-than-gop_,46386,13634
10/27/17,Thank you @foxandfriends. Really great job and show!,45173,7202
10/26/17,Big news - Budget just passed!,136706,25666
10/25/17,Interview with @LouDobbs coming up at 7pmE on @FoxBusiness. Enjoy!pic.twitter.com/9V9z015kVl,32045,6000
10/25/17,Just interviewed by @LouDobbs. Will be aired tonight at 7pmE on @FoxBusiness. #Dobbs,37628,7883
10/25/17,"""Clinton campaign & DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President."" @FoxNews",79965,23210
10/24/17,"...Corker dropped out of the race in Tennesse when I refused to endorse him, and now is only negative on anything Trump. Look at his record!",61207,13679
10/22/17,"It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS, even worse! Lost cred.",125807,27990
10/22/17,Doing interview today with Maria Bartiromo at 10:00 A.M. on @FoxNews - ENJOY!,48290,7954
10/21/17,"Keep hearing about ""tiny"" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN, ABC, NBC & CBS?",100756,24348
10/21/17,"Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.",84655,25394
10/21/17,Trump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaignhttp://thehill.com/homenews/administration/356534-trump-hails-liberation-of-raqqa-as-critical-breakthrough-in-anti-isis_,48407,11232
10/21/17,Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!,95785,21330
10/21/17,"I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she, as a representative, is killing the Democrat Party!",92437,20273
10/20/17,Thank you @GeraldoRivera @FoxandFriends. Agree!pic.twitter.com/8cZLdAbgzw,49409,13190
10/20/17,Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the American people! #TaxReformpic.twitter.com/aBzQR7KR0c,54924,13045
10/19/17,"The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content!",91176,21089
10/19/17,".@foxandfriends ""Russia sent millions to Clinton Foundation""",72720,23846
10/19/17,"Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?",87637,26090
10/19/17,"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!",119719,40697
10/18/17,"""46% of Americans think the Media is inventing stories about Trump & his Administration."" @FoxNews   It is actually much worse than this!",83811,19316
10/17/17,"So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers!",63984,16240
10/16/17,Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews,57999,12951
10/15/17,"The Failing @nytimes, in a story by Peter Baker, should have mentioned the rapid terminations by me of TPP & The Paris Accord & the fast....",60542,12855
10/13/17,"Sadly, they and others are Fake News, and the public is just beginning to figure it out!https://twitter.com/billoreilly/status/918502669131579392_",51455,11859
10/12/17,People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN!,87272,22352
10/12/17,The Fake News Is going all out in order to demean and denigrate! Such hatred!,80365,16915
10/12/17,Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!,37731,6742
10/11/17,"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!",87550,20338
10/11/17,Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy!pic.twitter.com/RCfiJus5Rw,31806,5615
10/11/17,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,57763,10391
10/11/17,"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!",98782,23215
10/11/17,"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!",73524,18905
10/11/17,It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts,74178,15391
10/10/17,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!",77038,15923
10/10/17,"The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be.....",69377,16052
10/10/17,"The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!",62214,14686
10/7/17,".@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it, which is really all that matters! Not #1",73279,15812
10/5/17,Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me.,79275,18725
10/5/17,Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!,92805,23281
10/4/17,The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to AMERICA!,69528,18167
10/4/17,NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!,95145,21922
10/4/17,"Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control!",156302,38294
10/4/17,"A great day in Puerto Rico yesterday. While some of the news coverage is Fake, most showed great warmth and friendship.",87938,14924
10/1/17,"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,...",81755,18256
9/30/17,"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!",47081,7430
9/30/17,"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they are ALL doing a GREAT JOB!pic.twitter.com/1ltW2t3rwy",93254,32121
9/30/17,"......#FakeNews critics are working overtime, but we're getting great marks from the people that truly matter! #PRStrong",35891,7847
9/30/17,To the people of Puerto Rico:Do not believe the #FakeNews!#PRStrong,63361,16046
9/30/17,"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!",76756,16888
9/30/17,The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!,90977,24599
9/30/17,"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!",80205,20874
9/29/17,Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optimism in 2017. #TaxReformpic.twitter.com/4sgMWGotOF,31217,6464
9/27/17,"Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @nytimes(apologized) & @WaPo were anti-Trump. Collusion?",66663,16457
9/26/17,Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea.,49808,12436
9/25/17,".@CNN is #FakeNews. Just reported COS (John Kelly) was opposed to my stance on NFL players disrespecting FLAG, ANTHEM, COUNTRY. Total lie!",65250,17277
9/22/17,"The greatest influence over our election was the Fake News Media ""screaming"" for Crooked Hillary Clinton. Next, she was a bad candidate!",89552,19512
9/22/17,"The Russia hoax continues, now it's ads on Facebook. What about the totally biased and dishonest Media coverage in favor of Crooked Hillary?",104434,26704
9/20/17,Thank you  @foxandfriends - great show!,39285,5852
9/12/17,Fascinating to watch people writing books and major articles about me and yet they know nothing about me & have zero access. #FAKE NEWS!,106655,24024
8/29/17,.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,79578,17132
8/27/17,Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.,61592,10574
8/25/17,General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,85786,18384
8/24/17,"The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally.....",69003,14734
8/23/17,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,89689,19498
8/23/17,"Not only does the media give a platform to hate groups, but the media turns a blind eye to the gang violence on our streets!pic.twitter.com/Mau0B1qYIP",97045,27599
8/21/17,"Thank you, the very dishonest Fake News Media is out of control! https://twitter.com/aroliso/status/899623930503233536_",85781,20465
8/21/17,Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,75443,15847
8/20/17,Thoughts & prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search & rescue efforts are underway.http://www.cpf.navy.mil/news.aspx/130185_,85415,20843
8/20/17,Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!,128330,28567
8/19/17,Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition!,104879,27966
8/17/17,"The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate, bigotry etc. Shame!",127281,32734
8/16/17,Congratulations John!https://twitter.com/foxandfriends/status/897773437254418432_,37397,7257
8/15/17,"Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc.",47259,7932
8/14/17,Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!,126878,33515
8/8/17,"After 200 days, rarely has any Administration achieved what we have achieved..not even close! Don't believe the Fake News Suppression Polls!",109821,25482
8/7/17,"How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business?",81020,17397
8/7/17,The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!,84185,20094
8/7/17,"Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES & WAPO, the Trump base is getting stronger!",73248,17300
8/7/17,"...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs.....",59042,11904
8/7/17,"The Trump base is far bigger &  stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio.......",89457,19287
8/7/17,"The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept!",64279,13433
8/6/17,"The Fake News refuses to report the success of the first 6 months: S.C., surging economy & jobs,border & military security,ISIS & MS-13 etc.",94065,22831
8/4/17,....and don't forget that Foxconn will be spending up to 10 billion dollars on a top of the line plant/plants in Wisconsin.,59552,11144
8/2/17,"I love the White House, one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE",135563,32480
8/1/17,Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out!,137976,33456
8/1/17,"""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch!",78490,16821
8/1/17,"Stock Market could hit all-time high (again) 22,000 today. Was 18,000 only 6 months ago on Election Day. Mainstream media seldom mentions!",105650,23136
7/29/17,"I love reading about all of the ""geniuses"" who were so instrumental in my election success. Problem is, most don't exist. #Fake News! MAGA",83926,18444
7/29/17,"In other words, Russia was against Trump in the 2016 Election - and why not, I want strong military & low oil prices. Witch Hunt!https://twitter.com/foxandfriends/status/890848095424180225_",63655,18888
7/28/17,"If Republicans are going to pass great future legislation in the Senate, they must immediately go to a 51 vote majority, not senseless 60...",62352,14304
7/27/17,"...about then candidate Trump."" Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting.",53839,12351
7/27/17,"Wow, the Failing @nytimes said about @foxandfriends ""....the most powerful T.V. show in America.""",54368,11728
7/26/17,"Thank you Foxconn, for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeInTheUSApic.twitter.com/jJghVeb63s",90266,21129
7/24/17,Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly?,61675,17196
7/24/17,So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes?,54598,13185
7/24/17,"Drain the Swamp should be changed to Drain the Sewer - it's actually much worse than anyone ever thought, and it begins with the Fake News!",115049,32746
7/22/17,"My son Donald openly gave his e-mails to the media & authorities whereas Crooked Hillary Clinton deleted (& acid washed) her 33,000 e-mails!",107959,27081
7/22/17,"While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS",70944,17333
7/21/17,Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright!,118092,22703
7/18/17,The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister!,106972,27049
7/18/17,"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew!",96230,26329
7/16/17,"With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country!",94569,23663
7/16/17,"HillaryClinton can illegally get the questions to the Debate & delete 33,000 emails but my son Don is being scorned by the Fake News Media?",140947,37787
7/12/17,"""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture.""http://www.thegazette.com/subject/news/business/agriculture/after-14-years-us-beef-hits-chinese-market-20170627_",68613,17483
7/12/17,"Remember, when you hear the words ""sources say"" from the Fake Media, often times those sources are made up and do not exist.",115117,30759
7/10/17,"If Chelsea Clinton were asked to hold the seat for her mother,as her mother gave our country away, the Fake News would say CHELSEA FOR PRES!",106350,26154
7/10/17,James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!,109632,29636
7/9/17,...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?,87231,19943
7/8/17,We will fight the #FakeNews with you!https://twitter.com/andrzejduda/status/883079296440573956_,97031,26491
7/7/17,I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA!,133835,33532
7/3/17,North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea.....,145235,50036
7/3/17,Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?,111398,24617
7/3/17,Thank you to Shawn Steel for the nice words on @FoxNews.,60303,9451
7/3/17,"At some point the Fake News will be forced to discuss our great jobs numbers, strong economy, success with ISIS, the border & so much else!",128657,30894
7/2/17,The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #AmericaFirstpic.twitter.com/jSciqzAs6G,108599,27917
7/2/17,#FraudNewsCNN #FNNpic.twitter.com/WYUnHjjUjg,589234,363322
7/1/17,My use of social media is not Presidential - its MODERN DAY PRESIDENTIAL. Make America Great Again!,194055,55296
7/1/17,I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!,118798,30414
7/1/17,"....the 2016 election with interviews, speeches and social media. I had to beat #FakeNews, and did. We will continue to WIN!",87109,17979
7/1/17,"The FAKE & FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won....",126703,29301
7/1/17,"Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses. Too bad!",98965,23756
7/1/17,I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time!,147380,40593
7/1/17,Word is that @Greta Van Susteren was let go by her out of control bosses at @NBC & @Comcast because she refused to go along w/ 'Trump hate!',78083,20012
6/30/17,Watched low rated @Morning_Joe for first time in long time. FAKE NEWS. He called me to stop a National Enquirer article. I said no! Bad show,81376,19007
6/30/17,"If Republican Senators are unable to pass what they are working on now, they should immediately REPEAL, and then REPLACE at a later date!",91437,24476
6/29/17,Good news out of the House with the passing of 'No Sanctuary for Criminals Act.' Hopefully Senate will follow.,92260,20318
6/29/17,"Good news, House just passed #KatesLaw. Hopefully Senate will follow.",99069,22771
6/28/17,"The #AmazonWashingtonPost, sometimes referred to as the guardian of Amazon not paying internet taxes (which they should) is FAKE NEWS!",53329,13212
6/28/17,"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong, I know the subject well & want victory for U.S.",89323,19023
6/28/17,The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,83160,20265
6/27/17,"So they caught Fake News CNN cold, but what about NBC, CBS & ABC? What about the failing @nytimes & @washingtonpost? They are all Fake News!",109399,32841
6/27/17,Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,118452,32392
6/27/17,"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!",121488,33344
6/26/17,"From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election.""  Check out his statement - Witch Hunt!",71917,18150
6/23/17,Will be on @foxandfriends. Enjoy!,48514,6515
6/20/17,"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News, all the money spent = 0",128424,34626
6/20/17,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",89547,18200
6/16/17,Great news! #MAGApic.twitter.com/pirHR7lAyT,71285,17839
6/16/17,The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,132279,28553
6/13/17,The passage of the @DeptVetAffairs Accountability and Whistleblower Protection Act is GREAT news for veterans! I look forward to signing it!pic.twitter.com/xNSEW7N3zd,56804,13777
6/13/17,"Heading to the Great State of Wisconsin to talk about JOBS, JOBS, JOBS! Big progress being made as the Real News is reporting.",67018,12939
6/13/17,Fake News is at an all time high. Where is their apology to me for all of the incorrect stories???,93436,22787
6/13/17,The Fake News Media has never been so wrong or so dirty. Purposely incorrect stories and phony sources to meet their agenda of hate. Sad!,94864,24656
6/12/17,Congratulations! 'First New Coal Mine of Trump Era Opens in Pennsylvania'http://insider.foxnews.com/2017/06/10/new-coal-mine-donald-trump-pennsylvania-fossil-fuels-regulations_,68767,16750
6/12/17,Ivanka on @foxandfriends now!,44539,4984
6/11/17,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",58713,8492
6/11/17,The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling & energy sector...,97389,24026
6/9/17,Great reporting by @foxandfriends and so many others. Thank you!,84090,14453
6/6/17,"Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH",105619,26041
6/6/17,The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,111051,27571
6/5/17,".@foxandfriends  Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.",78912,20925
5/30/17,"The U.S. Senate should switch to 51 votes, immediately, and get Healthcare and TAX CUTS approved, fast and easy. Dems would do it, no doubt!",76595,19622
5/30/17,Russian officials must be laughing at the U.S. & how a lame excuse for why the Dems lost the election has taken over the Fake News.,85138,21704
5/28/17,The Fake News Media works hard at disparaging & demeaning my use of social media because they don't want America to hear the real story!,113862,29422
5/28/17,Does anyone notice how the Montana Congressional race was such a big deal to Dems & Fake News until the Republican won? V was poorly covered,69329,14673
5/28/17,....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!,58705,13060
5/28/17,"Whenever you see the words 'sources say' in the fake news media, and they don't mention names....",76768,18914
5/28/17,It is my opinion that many of the leaks coming out of the White House are fabricated lies made up by the #FakeNews media.,70711,17347
5/13/17,Will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. (Saturday night). Enjoy!,45160,7570
5/12/17,"China just agreed that the U.S. will be allowed to sell beef, and other major products, into China once again. This is REAL news!",122601,30612
5/12/17,The Fake Media is working overtime today!,77928,19990
5/10/17,The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.,56897,15559
5/8/17,Biggest story today between Clapper & Yates is on surveillance. Why doesn't the media report on this? #FakeNews!,53309,14107
5/8/17,Sally Yates made the fake media extremely unhappy today --- she said nothing but old news!,52111,11104
5/8/17,"Director Clapper reiterated what everybody, including the fake media already knows- there is ""no evidence"" of collusion w/ Russia and Trump.",66066,17403
5/8/17,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.",59736,17175
5/8/17,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,58535,16304
5/7/17,When will the Fake Media ask about the Dems dealings with Russia & why the DNC wouldn't allow the FBI to check their server or investigate?,66764,18339
5/5/17,Why is it that the Fake News rarely reports Ocare is on its last legs and that insurance companies are fleeing for their lives? It's dead!,63026,14298
5/5/17,"Wow,the Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",65259,13767
5/4/17,"If victorious, Republicans will be having a big press conference at the beautiful Rose Garden of the White House immediately after vote!",48408,8372
5/4/17,"Death spiral!'Aetna will exit Obamacare markets in VA in 2018, citing expected losses on INDV plans this year'http://www.cnbc.com/2017/05/03/aetna-will-exit-obamacare-markets-in-virginia-in-2018.html_",29290,8196
5/4/17,Congratulations to @foxandfriends on its unbelievable ratings hike.,37156,6716
5/4/17,The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,71707,18646
4/30/17,You can't compare anything to ObamaCare because ObamaCare is dead. Dems want billions to go to Insurance Companies to bail out donors....New,59560,13164
